model_name,name_dataset,n_S,n_X,n_U,total_samples,ROC_AUC,Accuracy,Precision,Recall,F1_Score,Statistical_Parity_Diff_(ATE),Disparate_Impact_Ratio,Equal_Opportunity_Diff,Pos_Rate_S1,Pos_Rate_S0,sample_size_label,base_nodes,u_frac,seed,total_nodes,nonlinear_pattern,regime,DIR_dist,Statistical_Parity_Diff_(ATE)_clip,Equal_Opportunity_Diff_clip,DIR_dist_clip,DOFS,DOFS_predictive,DOFS_fairness,Statistical_Parity_Diff_wrt_U,Disparate_Impact_Ratio_wrt_U,Equal_Opportunity_Diff_wrt_U
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_1_8_nodes_full_data.csv,3,6,10,10000,0.8013,0.7552,0.7598,0.7464,0.7531,0.273,0.5645,0.1981,0.3539,0.6269,Large,10,1.0,1,8,Linear_ReLU_50%,Synthetic (SF),0.4355,0.273,0.1981,0.4355,0.7327578643897428,0.7626050345725811,0.6890675564306177,0.3816,0.394,0.7481
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_2_8_nodes_full_data.csv,3,6,10,10000,0.9068,0.838,0.834,0.844,0.839,0.2004,0.6691,0.0319,0.4051,0.6055,Large,10,1.0,2,8,Linear_ReLU_50%,Synthetic (SF),0.33089999999999997,0.2004,0.0319,0.33089999999999997,0.8225582711368119,0.8502814756000717,0.7856545588219987,0.5161,3.3876,0.1213
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_3_8_nodes_full_data.csv,3,6,10,10000,0.9044,0.8131,0.8831,0.7218,0.7943,0.3471,2.4785,0.3562,0.5818,0.2347,Large,10,1.0,3,8,Linear_ReLU_50%,Synthetic (SF),0.596530159370587,0.3471,0.3562,0.596530159370587,0.7039646566848907,0.8142747127487049,0.5632882860763823,0.6022,0.2334,0.271
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_4_8_nodes_full_data.csv,3,6,10,10000,0.2499,0.2796,0.2829,0.2873,0.2851,0.0731,1.1552,0.3844,0.5443,0.4712,Large,10,1.0,4,8,Linear_ReLU_50%,Synthetic (SF),0.13434903047091418,0.0731,0.3844,0.13434903047091418,0.4798968028052694,0.2771708524681197,0.7731205983703457,0.404,2.3545,0.1121
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_5_8_nodes_full_data.csv,3,6,10,10000,0.6723,0.6307,0.6201,0.6744,0.6462,0.1697,1.3701,0.1304,0.6284,0.4587,Large,10,1.0,5,8,Linear_ReLU_50%,Synthetic (SF),0.27012626815560914,0.1697,0.1304,0.27012626815560914,0.7017259323014631,0.6484318789778547,0.8031982652509152,0.264,0.611,0.358
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_6_8_nodes_full_data.csv,3,6,10,10000,0.6174,0.5794,0.5644,0.6962,0.6234,0.1761,0.7502,0.183,0.5288,0.7048,Large,10,1.0,6,8,Linear_ReLU_50%,Synthetic (SF),0.24980000000000002,0.1761,0.183,0.24980000000000002,0.6763722376772183,0.6151390655218535,0.7950262149916062,0.0948,1.1683,0.2339
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_7_8_nodes_full_data.csv,3,6,10,10000,0.6968,0.6308,0.6269,0.6462,0.6364,0.0499,0.9076,0.0861,0.4906,0.5405,Large,10,1.0,7,8,Linear_ReLU_50%,Synthetic (SF),0.09240000000000004,0.0499,0.0861,0.09240000000000004,0.7291234253765675,0.6470004157038979,0.9217895727504357,0.129,0.7821,0.1781
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_8_8_nodes_full_data.csv,3,6,10,10000,0.6786,0.6619,0.6811,0.6089,0.643,0.0595,1.1425,0.0687,0.4766,0.4172,Large,10,1.0,8,8,Linear_ReLU_50%,Synthetic (SF),0.12472647702407003,0.0595,0.0687,0.12472647702407003,0.7322733494112946,0.6542152055641602,0.9113645241683964,0.2514,1.8344,0.2918
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_1p0_seed_9_8_nodes_full_data.csv,3,6,10,10000,0.2867,0.4794,0.4068,0.0898,0.1471,0.1214,3.4346,0.1194,0.1712,0.0498,Large,10,1.0,9,8,Linear_ReLU_50%,Synthetic (SF),0.708845280381995,0.1214,0.1194,0.708845280381995,0.4491047146349781,0.30285457584322906,0.63668881115021,0.1394,3.6342,0.307
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_0_8_nodes_full_data.csv,3,6,20,10000,0.7255,0.5901,0.5538,0.9273,0.6935,0.0208,0.9755,0.0882,0.8268,0.8475,Large,10,2.0,0,8,Linear_ReLU_50%,Synthetic (SF),0.024499999999999966,0.0208,0.0882,0.024499999999999966,0.7556355329408142,0.6833206524605084,0.9463495719889639,0.0542,1.0666,0.0792
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_1_8_nodes_full_data.csv,3,6,20,10000,0.6073,0.5456,0.5286,0.8416,0.6493,0.1097,0.871,0.1182,0.741,0.8507,Large,10,2.0,1,8,Linear_ReLU_50%,Synthetic (SF),0.129,0.1097,0.1182,0.129,0.7046738330137092,0.6275797692691097,0.8808068979722705,0.1846,1.2482,0.1832
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_2_8_nodes_full_data.csv,3,6,20,10000,0.7273,0.6528,0.6145,0.8198,0.7025,0.1276,1.2115,0.0566,0.731,0.6033,Large,10,2.0,2,8,Linear_ReLU_50%,Synthetic (SF),0.17457697069748246,0.1276,0.0566,0.17457697069748246,0.7539537476548227,0.6987180259183311,0.8723270620050965,0.1348,0.8187,0.0525
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_3_8_nodes_full_data.csv,3,6,20,10000,0.862,0.7394,0.7631,0.6944,0.7272,0.1224,1.3109,0.0602,0.5162,0.3938,Large,10,2.0,3,8,Linear_ReLU_50%,Synthetic (SF),0.23716530627812948,0.1224,0.0602,0.23716530627812948,0.7846063594010656,0.7527978989452175,0.8453133719955829,0.1789,0.6758,0.0236
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_4_8_nodes_full_data.csv,3,6,20,10000,0.6357,0.6011,0.596,0.6278,0.6115,0.0114,1.0219,0.0561,0.5323,0.521,Large,10,2.0,4,8,Linear_ReLU_50%,Synthetic (SF),0.021430668362853567,0.0114,0.0561,0.021430668362853567,0.715110987728712,0.6143083448996637,0.9649134169610258,0.1313,0.7849,0.0574
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_5_8_nodes_full_data.csv,3,6,20,10000,0.944,0.8704,0.8906,0.8447,0.867,0.2926,1.8895,0.1979,0.6215,0.3289,Large,10,2.0,5,8,Linear_ReLU_50%,Synthetic (SF),0.4707594601746493,0.2926,0.1979,0.4707594601746493,0.7808107900389638,0.8792368677956378,0.6696894108104776,0.617,0.0899,0.2444
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_6_8_nodes_full_data.csv,3,6,20,10000,0.7184,0.6601,0.6978,0.5649,0.6243,0.2678,1.9885,0.1671,0.5387,0.2709,Large,10,2.0,6,8,Linear_ReLU_50%,Synthetic (SF),0.4971083731455871,0.2678,0.1671,0.4971083731455871,0.6600063144585554,0.6511124047381177,0.674039517815819,0.2631,0.5368,0.1213
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_7_8_nodes_full_data.csv,3,6,20,10000,0.7652,0.6967,0.7225,0.6387,0.678,0.3575,2.358,0.2691,0.6208,0.2633,Large,10,2.0,7,8,Linear_ReLU_50%,Synthetic (SF),0.5759117896522477,0.3575,0.2691,0.5759117896522477,0.6555708937635948,0.698518637836432,0.5927575937515799,0.3053,0.5328,0.0372
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_8_8_nodes_full_data.csv,3,6,20,10000,0.8608,0.7683,0.7449,0.8162,0.7789,0.0421,0.926,0.0444,0.5268,0.5689,Large,10,2.0,8,8,Linear_ReLU_50%,Synthetic (SF),0.07399999999999995,0.0421,0.0444,0.07399999999999995,0.8344869855441739,0.7909011379567337,0.9446763649240997,0.2149,1.537,0.1476
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_2p0_seed_9_8_nodes_full_data.csv,3,6,20,10000,0.5692,0.5353,0.5316,0.5947,0.5614,0.186,0.7148,0.2739,0.4661,0.6521,Large,10,2.0,9,8,Linear_ReLU_50%,Synthetic (SF),0.2852,0.186,0.2739,0.2852,0.6256054052052826,0.5583125326305884,0.7490199133703109,0.0163,1.0294,0.0603
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_0_18_nodes_full_data.csv,3,16,0,20000,0.8321,0.7127,0.6828,0.7944,0.7344,0.0554,1.0999,0.1867,0.6094,0.554,Large,20,0.0,0,18,Linear_ReLU_50%,Synthetic (SF),0.09082643876716079,0.0554,0.1867,0.09082643876716079,0.7896236694557787,0.747367745649424,0.8777475725101608,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_1_18_nodes_full_data.csv,3,16,0,20000,0.4411,0.4354,0.4474,0.5496,0.4932,0.1157,0.8278,0.118,0.5563,0.672,Large,20,0.0,1,18,Linear_ReLU_50%,Synthetic (SF),0.17220000000000002,0.1157,0.118,0.17220000000000002,0.6037914547290806,0.4735387398141027,0.8626009727002966,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_2_18_nodes_full_data.csv,3,16,0,20000,0.6965,0.5112,0.9173,0.0245,0.0478,0.0258,0.0161,0.0337,0.0004,0.0263,Large,20,0.0,2,18,Linear_ReLU_50%,Synthetic (SF),0.9839,0.0258,0.0337,0.9839,0.5115953583069347,0.45977485439141347,0.5821852869532582,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_3_18_nodes_full_data.csv,3,16,0,20000,0.8291,0.7333,0.6799,0.8815,0.7677,0.0056,1.0087,0.0099,0.651,0.6454,Large,20,0.0,3,18,Linear_ReLU_50%,Synthetic (SF),0.008624962823436055,0.0056,0.0099,0.008624962823436055,0.8247925260302613,0.7705415997823528,0.9917603002289782,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_4_18_nodes_full_data.csv,3,16,0,20000,0.8596,0.7761,0.7657,0.7957,0.7804,0.1392,0.7637,0.0133,0.4499,0.5891,Large,20,0.0,4,18,Linear_ReLU_50%,Synthetic (SF),0.23629999999999995,0.1392,0.0133,0.23629999999999995,0.8127814744764478,0.7934863475597658,0.8466424557040602,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_5_18_nodes_full_data.csv,3,16,0,20000,0.7273,0.6432,0.6131,0.776,0.685,0.1698,1.3099,0.0112,0.7178,0.548,Large,20,0.0,5,18,Linear_ReLU_50%,Synthetic (SF),0.23658294526299717,0.1698,0.0112,0.23658294526299717,0.7378468586783975,0.6859923687463511,0.837314719092071,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_6_18_nodes_full_data.csv,3,16,0,20000,0.7492,0.6682,0.6653,0.6769,0.671,0.063,0.8833,0.1445,0.4773,0.5403,Large,20,0.0,6,18,Linear_ReLU_50%,Synthetic (SF),0.11670000000000003,0.063,0.1445,0.11670000000000003,0.7485056639087475,0.6852523108512449,0.8874169126725437,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_7_18_nodes_full_data.csv,3,16,0,20000,0.7313,0.664,0.6049,0.946,0.7379,0.0562,1.0745,0.0216,0.8101,0.7539,Large,20,0.0,7,18,Linear_ReLU_50%,Synthetic (SF),0.06933457422056777,0.0562,0.0216,0.06933457422056777,0.7831649298786143,0.7218765034964998,0.9472043315072896,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_8_18_nodes_full_data.csv,3,16,0,20000,0.6734,0.6023,0.5872,0.6885,0.6338,0.2354,0.6658,0.1606,0.4689,0.7042,Large,20,0.0,8,18,Linear_ReLU_50%,Synthetic (SF),0.33420000000000005,0.2354,0.1606,0.33420000000000005,0.6768380141384416,0.6361371136422473,0.749807437889082,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p0_seed_9_18_nodes_full_data.csv,3,16,0,20000,0.6511,0.5843,0.5801,0.6102,0.5948,0.1654,0.7283,0.099,0.4433,0.6086,Large,20,0.0,9,18,Linear_ReLU_50%,Synthetic (SF),0.27170000000000005,0.1654,0.099,0.27170000000000005,0.6748100365551594,0.6038134855108493,0.8108254208550032,,,
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_0_18_nodes_full_data.csv,3,16,10,20000,0.6223,0.5855,0.5846,0.5905,0.5876,0.0254,0.951,0.2475,0.4924,0.5177,Large,20,0.5,0,18,Linear_ReLU_50%,Synthetic (SF),0.049000000000000044,0.0254,0.2475,0.049000000000000044,0.6845335585080664,0.5940208806267582,0.8598526474369894,0.0471,1.0972,0.2041
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_1_18_nodes_full_data.csv,3,16,10,20000,0.8041,0.7163,0.7408,0.6654,0.701,0.3016,0.4971,0.0083,0.2981,0.5997,Large,20,0.5,1,18,Linear_ReLU_50%,Synthetic (SF),0.5029,0.3016,0.0083,0.5029,0.7094633861916397,0.7231267237950308,0.6908985688241879,0.2928,0.5402,0.111
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_2_18_nodes_full_data.csv,3,16,10,20000,0.8591,0.6249,0.5732,0.9779,0.7228,0.032,0.9631,0.0337,0.837,0.869,Large,20,0.5,2,18,Linear_ReLU_50%,Synthetic (SF),0.036900000000000044,0.032,0.0337,0.036900000000000044,0.7862974427123925,0.7255578225721514,0.9657418599470026,0.2256,0.7683,0.0079
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_3_18_nodes_full_data.csv,3,16,10,20000,0.7927,0.75,0.707,0.8538,0.7735,0.3498,0.5507,0.155,0.4287,0.7785,Large,20,0.5,3,18,Linear_ReLU_50%,Synthetic (SF),0.44930000000000003,0.3498,0.155,0.44930000000000003,0.7296129702369376,0.7717469855012834,0.6703459676852197,0.4497,2.1458,0.1773
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_4_18_nodes_full_data.csv,3,16,10,20000,0.743,0.68,0.6557,0.7582,0.7032,0.0106,0.9819,0.0203,0.5729,0.5835,Large,20,0.5,4,18,Linear_ReLU_50%,Synthetic (SF),0.018100000000000005,0.0106,0.0203,0.018100000000000005,0.7793062007991334,0.706565795645937,0.9831560061563532,0.022,0.9625,0.0067
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_5_18_nodes_full_data.csv,3,16,10,20000,0.6859,0.6285,0.6228,0.652,0.637,0.0346,0.9361,0.0377,0.5062,0.5408,Large,20,0.5,5,18,Linear_ReLU_50%,Synthetic (SF),0.06389999999999996,0.0346,0.0377,0.06389999999999996,0.7331240102883172,0.6449171140280651,0.9528281859422095,0.2025,0.6953,0.0805
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_6_18_nodes_full_data.csv,3,16,10,20000,0.7494,0.6467,0.6606,0.6034,0.6307,0.022,1.0493,0.2279,0.4677,0.4457,Large,20,0.5,6,18,Linear_ReLU_50%,Synthetic (SF),0.046983703421328404,0.022,0.2279,0.046983703421328404,0.7274605882078125,0.6564631096494192,0.8703258712516261,0.011,0.9761,0.0635
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_7_18_nodes_full_data.csv,3,16,10,20000,0.6549,0.638,0.6747,0.5331,0.5956,0.0379,0.9085,0.3531,0.3762,0.414,Large,20,0.5,7,18,Linear_ReLU_50%,Synthetic (SF),0.09150000000000003,0.0379,0.3531,0.09150000000000003,0.6843717258534741,0.617991868833426,0.8006536683791711,0.2208,1.7566,0.3067
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_8_18_nodes_full_data.csv,3,16,10,20000,0.8454,0.7525,0.7263,0.8103,0.766,0.2133,0.679,0.0963,0.4512,0.6645,Large,20,0.5,8,18,Linear_ReLU_50%,Synthetic (SF),0.32099999999999995,0.2133,0.0963,0.32099999999999995,0.7767828687046825,0.7771951239667073,0.7761224758282529,0.3731,1.9642,0.0537
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_0p5_seed_9_18_nodes_full_data.csv,3,16,10,20000,0.7934,0.7045,0.7367,0.6365,0.683,0.1004,0.7917,0.2218,0.3817,0.4822,Large,20,0.5,9,18,Linear_ReLU_50%,Synthetic (SF),0.20830000000000004,0.1004,0.2218,0.20830000000000004,0.7453854792275366,0.7080293807619394,0.8168317666147925,0.3782,0.399,0.0332
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_0_18_nodes_full_data.csv,3,16,20,20000,0.7738,0.7105,0.7289,0.6703,0.6984,0.2209,0.6127,0.1789,0.3494,0.5702,Large,20,1.0,0,18,Linear_ReLU_50%,Synthetic (SF),0.3873,0.2209,0.1789,0.3873,0.7200885416081352,0.715124886497337,0.7281940861885026,0.419,0.33,0.0812
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_1_18_nodes_full_data.csv,3,16,20,20000,0.833,0.7576,0.7377,0.7995,0.7674,0.5977,3.4625,0.4485,0.8405,0.2427,Large,20,1.0,1,18,Linear_ReLU_50%,Synthetic (SF),0.7111913357400722,0.5977,0.4485,0.7111913357400722,0.6230464023971163,0.7772304230432282,0.4181033345117809,0.6478,3.0856,0.5153
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_2_18_nodes_full_data.csv,3,16,20,20000,0.7914,0.6896,0.6928,0.6814,0.687,0.0537,0.8965,0.1681,0.4649,0.5186,Large,20,1.0,2,18,Linear_ReLU_50%,Synthetic (SF),0.10350000000000004,0.0537,0.1681,0.10350000000000004,0.7626386309342147,0.7067071829589332,0.8831597198940978,0.2802,1.7012,0.0027
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_3_18_nodes_full_data.csv,3,16,20,20000,0.6786,0.5635,0.5345,0.9837,0.6926,0.0729,0.9238,0.0282,0.8838,0.9567,Large,20,1.0,3,18,Linear_ReLU_50%,Synthetic (SF),0.07620000000000005,0.0729,0.0282,0.07620000000000005,0.7431803769004062,0.6707077752826749,0.9372382176835243,0.1231,1.1411,0.0569
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_4_18_nodes_full_data.csv,3,16,20,20000,0.7906,0.7433,0.7724,0.6899,0.7288,0.2479,1.7682,0.2807,0.5706,0.3227,Large,20,1.0,4,18,Linear_ReLU_50%,Synthetic (SF),0.43445311616332993,0.2479,0.2807,0.43445311616332993,0.7156972553389217,0.7434318148078999,0.6737338034519295,0.3052,0.5169,0.2719
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_5_18_nodes_full_data.csv,3,16,20,20000,0.8553,0.7379,0.7523,0.7096,0.7303,0.0772,1.1783,0.1375,0.5103,0.4331,Large,20,1.0,5,18,Linear_ReLU_50%,Synthetic (SF),0.15131969786981236,0.0772,0.1375,0.15131969786981236,0.7925669168836408,0.7535112301934203,0.8744186497634485,0.3005,0.5374,0.2035
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_6_18_nodes_full_data.csv,3,16,20,20000,0.9595,0.6503,0.5886,0.9982,0.7405,0.1263,1.1609,0.0009,0.9112,0.7849,Large,20,1.0,6,18,Linear_ReLU_50%,Synthetic (SF),0.13859936256352834,0.1263,0.0009,0.13859936256352834,0.7920204509435211,0.7497107915124789,0.894045622388504,0.3037,1.4383,0.008
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_7_18_nodes_full_data.csv,3,16,20,20000,0.8377,0.7373,0.7678,0.6803,0.7214,0.1399,0.7275,0.0267,0.3733,0.5131,Large,20,1.0,7,18,Linear_ReLU_50%,Synthetic (SF),0.27249999999999996,0.1399,0.0267,0.27249999999999996,0.7751443140994829,0.745306435081902,0.8288202170049597,0.4727,0.285,0.1322
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_8_18_nodes_full_data.csv,3,16,20,20000,0.622,0.5771,0.576,0.5842,0.5801,0.2061,0.6623,0.1856,0.4043,0.6104,Large,20,1.0,8,18,Linear_ReLU_50%,Synthetic (SF),0.3377,0.2061,0.1856,0.3377,0.6457617645667347,0.5877716405636351,0.750731341543407,0.1448,1.3363,0.1727
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_1p0_seed_9_18_nodes_full_data.csv,3,16,20,20000,0.6695,0.5875,0.5843,0.6064,0.5952,0.2294,1.5674,0.0936,0.6336,0.4042,Large,20,1.0,9,18,Linear_ReLU_50%,Synthetic (SF),0.36200076559908123,0.2294,0.0936,0.36200076559908123,0.661500499795729,0.6081326080749822,0.7547478164262073,0.1635,1.3398,0.071
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_0_18_nodes_full_data.csv,3,16,40,20000,0.6165,0.5401,0.5211,0.9887,0.6825,0.075,1.0823,0.0288,0.9862,0.9112,Large,20,2.0,0,18,Linear_ReLU_50%,Synthetic (SF),0.07604176291231635,0.075,0.0288,0.07604176291231635,0.7283327432097624,0.6505156025538891,0.9363991798194804,0.0745,1.0806,0.0281
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_1_18_nodes_full_data.csv,3,16,40,20000,0.476,0.4934,0.4872,0.2522,0.3324,0.0287,0.8948,0.0217,0.2445,0.2732,Large,20,2.0,1,18,Linear_ReLU_50%,Synthetic (SF),0.10519999999999996,0.0287,0.0217,0.10519999999999996,0.5844307371844485,0.41175505869472795,0.9366372749687537,0.0901,1.4342,0.0613
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_2_18_nodes_full_data.csv,3,16,40,20000,0.8419,0.6973,0.7719,0.56,0.6491,0.1393,0.678,0.1321,0.2932,0.4325,Large,20,2.0,2,18,Linear_ReLU_50%,Synthetic (SF),0.32199999999999995,0.1393,0.1321,0.32199999999999995,0.7279056939908894,0.6952296742745878,0.7885167651529164,0.3225,2.5368,0.1533
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_3_18_nodes_full_data.csv,3,16,40,20000,0.7231,0.6292,0.6204,0.6658,0.6423,0.045,1.0876,0.0293,0.5591,0.5141,Large,20,2.0,3,18,Linear_ReLU_50%,Synthetic (SF),0.08054431776388371,0.045,0.0293,0.08054431776388371,0.738816099541455,0.6552287884627346,0.9443619044447088,0.4349,0.478,0.4604
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_4_18_nodes_full_data.csv,3,16,40,20000,0.7892,0.7069,0.6934,0.7421,0.7169,0.2763,1.696,0.1204,0.6732,0.3969,Large,20,2.0,4,18,Linear_ReLU_50%,Synthetic (SF),0.410377358490566,0.2763,0.1204,0.410377358490566,0.7234510516804454,0.7283830761148516,0.7158329479291484,0.2743,1.6227,0.0877
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_5_18_nodes_full_data.csv,3,16,40,20000,0.8031,0.705,0.7119,0.6887,0.7001,0.0621,0.8794,0.3135,0.4526,0.5147,Large,20,2.0,5,18,Linear_ReLU_50%,Synthetic (SF),0.12060000000000004,0.0621,0.3135,0.12060000000000004,0.7525304245251526,0.7198900923743359,0.8101314145444423,0.3232,0.5141,0.1846
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_6_18_nodes_full_data.csv,3,16,40,20000,0.8217,0.7132,0.7431,0.6517,0.6944,0.3051,0.4837,0.0438,0.2859,0.591,Large,20,2.0,6,18,Linear_ReLU_50%,Synthetic (SF),0.5163,0.3051,0.0438,0.5163,0.7038993681998594,0.721256417373153,0.679896986034681,0.3104,0.5079,0.0829
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_7_18_nodes_full_data.csv,3,16,40,20000,0.7124,0.6326,0.6187,0.6912,0.6529,0.0424,1.0789,0.2395,0.5798,0.5374,Large,20,2.0,7,18,Linear_ReLU_50%,Synthetic (SF),0.07313003985540822,0.0424,0.2395,0.07313003985540822,0.726695842778145,0.660668759308462,0.8579846590795188,0.0831,0.8644,0.2437
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_8_18_nodes_full_data.csv,3,16,40,20000,0.7185,0.6191,0.6326,0.5682,0.5987,0.0092,0.9797,0.0153,0.4445,0.4537,Large,20,2.0,8,18,Linear_ReLU_50%,Synthetic (SF),0.020299999999999985,0.0092,0.0153,0.020299999999999985,0.7244810832003921,0.626048890395302,0.9844027805493677,0.2135,0.6144,0.1076
SRCVAE,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_20_base_nodes_u_2p0_seed_9_18_nodes_full_data.csv,3,16,40,20000,0.407,0.3666,0.3455,0.2982,0.3201,0.5647,0.2092,0.4983,0.1494,0.7141,Large,20,2.0,9,18,Linear_ReLU_50%,Synthetic (SF),0.7908,0.5647,0.4983,0.7908,0.3645783953678737,0.3484273612053109,0.3893846695785091,0.7856,0.1696,0.7821
XGBoost,SF_Large_Sample_Size_Dataset_Linear_ReLU_50%_10_base_nodes_u_0p0_seed_0_8_nodes_full_data.csv,3,6,0,10000,0.9126,0.8258,0.8212,0.8329,0.827,0.1056,0.8115,0.061,0.4544,0.56,Large,10,0.0,0,8,Linear_ReLU_50%,Synthetic (SF),0.1885,0.1056,0.061,0.1885,0.8520116436910034,0.840835660712048,0.8720219133958419,,,
